1020,1020,Albereda,PSEG ALAMEDA 14 (DAVANT JARDÍ VIA CENTRAL) - VALÈNCIA,39.4740041578891,-0.364841098601335,,,0,
1021,1021,Pla del Reial,PSEG ALAMEDA 1(DAVANT JARDÍ VIA CENTRAL) - VALÈNCIA,39.4764451951202,-0.366829060109773,,,0,
1026,1026,Ribàs (imparell) - Ador,CAMI RIBAS DAVANT  ADOR - CASTELLAR-OLIVERAL,39.432437878101,-0.360710276578104,,,0,
1027,1027,Principal - El Caroig,C  18 - VALÈNCIA,39.4324364000019,-0.362707137756935,,,0,
1028,1028,Mare de Déu de Lepant (imparell) - Esc. F. Siurana,PL VIRGEN DE LEPANTO 7 - CASTELLAR-OLIVERAL,39.4295031288394,-0.363665971447041,,,0,
1029,1029,Vicent Puchol - Font de Bonet,C VICENTE PUCHOL 72 - CASTELLAR-OLIVERAL,39.4266084095148,-0.364195059022159,,,0,
1030,1030,Crist del Refugi - Davant Sant Agustí,C CRISTO DEL REFUGIO 60 - CASTELLAR-OLIVERAL,39.4244861345336,-0.363944337407212,,,0,
1032,1032,Tírig - Guàrdia Civil,C TIRIG 4 - VALÈNCIA,39.4822289752108,-0.35911566424109,,,0,
1035,1035,Aragó - Finlàndia,AV ARAGÓN 22 (DAVANT INSTITUT) - VALÈNCIA,39.470826232474,-0.358644891937225,,,0,
1036,1036,Uruguai - Veneçuela,C URUGUAY 38 - VALÈNCIA,39.4555358259748,-0.387084456216399,,,0,
1038,1038,Arxiduc Carles (imparell) - Tres Forques,C ARCHIDUQUE CARLOS 63 - VALÈNCIA,39.4634437379901,-0.396427782416602,,,0,
1039,1039,Ernest Ferrer - Aragó,C ERNESTO FERRER 1 - VALÈNCIA,39.4723529435433,-0.356974583075343,,,0,
1041,1041,Plaça d'Espanya,GV RAMON Y CAJAL 25 - VALÈNCIA,39.4660155085642,-0.382265317332952,,,0,
1042,1042,Regne de València - Ciscar,AV REGNE DE VALENCIA 73 - VALÈNCIA,39.4628534385486,-0.363133693913953,,,0,
1044,1044,Poliesportiu de Burjassot,AV VICENTE ANDRES ESTELLES POLIESPORTIU - BURJASSOT,39.5077206255405,-0.416287168841145,,,0,
1050,1050,Mediterránia - Vicent Brull,C MEDITERRANEO 4 - VALÈNCIA,39.4677785378846,-0.331699753086476,,,0,
1052,1052,Eugènia Viñes - Mare de Déu del Sufragi,C EUGENIA VIÑES 109 (DAVANT BALNEARI) - VALÈNCIA,39.4668893082967,-0.325334990886143,,,0,
1054,1054,Aragó - Saragossa,AV ARAGÓN 4 - VALÈNCIA,39.4686498358746,-0.359977247461035,,,0,
1055,1055,Aragó - Ernest Ferrer,AV ARAGÓN 34 - VALÈNCIA,39.4728157954004,-0.35689335892588,,,0,
1057,1057,Estadi de Mestalla,AV ARAGÓN 42 (ACCÉS) - VALÈNCIA,39.4750634033144,-0.355779121865989,,,0,
1060,1060,Pere Cabanes - Mont Carmel,C PEDRO CABANES 10 - VALÈNCIA,39.495423208267,-0.372785306001156,,,0,
1061,1061,Pere Cabanes - Sant Doménec Savio,C PEDRO CABANES 58 - VALÈNCIA,39.494984980555,-0.375328631516903,,,0,
1062,1062,Pere Cabanes - Bisbe Laguarda,C PEDRO CABANES 88 - VALÈNCIA,39.4942418992021,-0.37878291980358,,,0,
1067,1067,Equador - Pintor Matarana,AV ECUADOR  EL 93 (DAVANT) - VALÈNCIA,39.4960789674019,-0.392778232094679,,,0,
1080,1080,Sant Vicent de Paül - Peníscola,C SAN VICENTE DE PAUL 15 - VALÈNCIA,39.4908807862021,-0.370581476255494,,,0,
1083,1083,Aragó,AV ARAGÓN 25 - VALÈNCIA,39.4727988641153,-0.357819395587071,,,0,
1085,1085,Aragó - Xile,AV ARAGÓN 16 - VALÈNCIA,39.4701728829585,-0.358289505030557,,,0,
1087,1087,Sant Antoni - Pizarro,AV SAN ANTONIO 140 (DAVANT) - MISLATA,39.4767770804789,-0.422512944985943,,,0,
1091,1091,Malilla (parell) - Bernat Descoll,CTRA MALILLA 60 - VALÈNCIA,39.4504876941937,-0.3793128527955,,,0,
1096,1096,Ramon Llull - Bernat Fenollar,C RAMON LLULL 31 (DAVANT) - VALÈNCIA,39.4769939947716,-0.346259170555003,,,0,